1.981
1.687
1.622
1.557
1.816
1.687
1.685
1.742
2.126
1.733
1.938
1.752
1.53
1.535
1.6
1.783
1.866
2.106
1.863
1.721
1.687
1.887
1.712
1.619
1.696
1.635
1.628
2.043
0.867
0.762
0.774
0.859
0.844
0.728
0.862
0.798
0.84
0.79
0.698
0.592
0.624
0.61
0.858
1.018
0.853
0.707
